,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2018,GEORGIA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,HAWAII,"TUNA, ALBACORE","221,802",101,"393,078",Public,Commercial,Thunnus alalunga,172419,PIFSC
2018,HAWAII,"TUNA, BIGEYE","16,056,404","7,283","66,448,843",Public,Commercial,Thunnus obesus,172428,PIFSC
2018,HAWAII,"TUNA, KAWAKAWA","5,315",2,"16,552",Public,Commercial,Euthynnus affinis,172403,PIFSC
2018,HAWAII,"TUNA, SKIPJACK","369,258",167,"648,836",Public,Commercial,Katsuwonus pelamis,172401,PIFSC
2018,HAWAII,"TUNA, YELLOWFIN","7,380,657","3,348","26,402,466",Public,Commercial,Thunnus albacares,172423,PIFSC
2018,LOUISIANA,"TUNA, ALBACORE","13,656",6,"10,929",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,LOUISIANA,"TUNA, BIGEYE","19,418",9,"99,634",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,LOUISIANA,"TUNA, BLACKFIN","2,545",1,"2,464",Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2018,LOUISIANA,"TUNA, BLUEFIN","7,209",3,"33,187",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,LOUISIANA,"TUNA, LITTLE TUNNY",578,0,486,Public,Commercial,Euthynnus alletteratus,172402,GULFFIN
2018,LOUISIANA,"TUNA, YELLOWFIN","527,125",239,"2,177,755",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,MAINE,"TUNA, BLUEFIN","544,271",247,"3,203,901",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,MARYLAND,"TUNA, ALBACORE","3,944",2,"6,780",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,MARYLAND,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,MARYLAND,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2018,MARYLAND,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,MARYLAND,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,MARYLAND,"TUNA, YELLOWFIN","52,086",24,"173,904",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,MARYLAND,TUNAS **,,,,Confidential,Commercial,Thunnus,172418,ACCSP
2018,MASSACHUSETTS,"TUNA, ALBACORE","2,588",1,"3,936",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,MASSACHUSETTS,"TUNA, BIGEYE","34,743",16,"133,920",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,MASSACHUSETTS,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2018,MASSACHUSETTS,"TUNA, BLUEFIN","915,735",415,"4,957,760",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,MASSACHUSETTS,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,MASSACHUSETTS,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,MASSACHUSETTS,"TUNA, YELLOWFIN","39,771",18,"125,499",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,MISSISSIPPI,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,GULFFIN
2018,NEW HAMPSHIRE,"TUNA, BLUEFIN","196,758",89,"1,144,694",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,NEW JERSEY,"TUNA, ALBACORE","20,291",9,"33,036",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,NEW JERSEY,"TUNA, BIGEYE","255,126",116,"1,342,589",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,NEW JERSEY,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2018,NEW JERSEY,"TUNA, BLUEFIN","12,798",6,"58,879",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,NEW JERSEY,"TUNA, LITTLE TUNNY","2,441",1,"2,049",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,NEW JERSEY,"TUNA, SKIPJACK",87,0,91,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,NEW JERSEY,"TUNA, YELLOWFIN","124,002",56,"425,455",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,NEW YORK,"TUNA, ALBACORE","1,150",1,"1,618",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,NEW YORK,"TUNA, BIGEYE","26,559",12,"111,691",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,NEW YORK,"TUNA, BLUEFIN","4,250",2,"21,864",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,NEW YORK,"TUNA, LITTLE TUNNY","10,973",5,"14,454",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,NEW YORK,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,NEW YORK,"TUNA, YELLOWFIN","20,659",9,"63,641",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,NORTH CAROLINA,"TUNA, ALBACORE","30,495",14,"43,188",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,NORTH CAROLINA,"TUNA, BIGEYE","283,157",128,"1,401,709",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,NORTH CAROLINA,"TUNA, BLACKFIN","17,858",8,"17,207",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2018,NORTH CAROLINA,"TUNA, BLUEFIN","188,908",86,"1,118,359",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,NORTH CAROLINA,"TUNA, LITTLE TUNNY","204,177",93,"127,003",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,NORTH CAROLINA,"TUNA, SKIPJACK","2,178",1,"2,173",Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,NORTH CAROLINA,"TUNA, YELLOWFIN","573,610",260,"1,839,996",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,OREGON,"TUNA, ALBACORE","5,813,144","2,637","9,723,605",Public,Commercial,Thunnus alalunga,172419,PACFIN
2018,OREGON,"TUNA, BLUEFIN PACIFIC",,,,Confidential,Commercial,Thunnus orientalis,172422,PACFIN
2018,RHODE ISLAND,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,RHODE ISLAND,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,RHODE ISLAND,"TUNA, BLUEFIN","8,185",4,"38,105",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,RHODE ISLAND,"TUNA, LITTLE TUNNY","30,357",14,"25,514",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,RHODE ISLAND,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,SOUTH CAROLINA,"TUNA, ALBACORE","60,662",28,"99,341",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,SOUTH CAROLINA,"TUNA, BIGEYE","22,746",10,"80,559",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,SOUTH CAROLINA,"TUNA, BLACKFIN","1,685",1,"3,676",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2018,SOUTH CAROLINA,"TUNA, BLUEFIN","15,251",7,"56,133",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,SOUTH CAROLINA,"TUNA, LITTLE TUNNY","4,730",2,"2,850",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,SOUTH CAROLINA,"TUNA, YELLOWFIN","18,753",9,"63,637",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,TEXAS,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,TEXAS,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,GULFFIN
2018,TEXAS,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,TEXAS,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,VIRGINIA,"TUNA, ALBACORE","3,608",2,"6,813",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,VIRGINIA,"TUNA, BIGEYE","55,914",25,"248,689",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,VIRGINIA,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2018,VIRGINIA,"TUNA, BLUEFIN","6,574",3,"31,231",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,VIRGINIA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,VIRGINIA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,VIRGINIA,"TUNA, YELLOWFIN","38,856",18,"134,825",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,WASHINGTON,"TUNA, ALBACORE","9,176,175","4,162","14,749,298",Public,Commercial,Thunnus alalunga,172419,PACFIN
2018,WASHINGTON,"TUNA, BLUEFIN PACIFIC",,,,Confidential,Commercial,Thunnus orientalis,172422,PACFIN
2017,ALABAMA,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,GULFFIN
2017,ALABAMA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,GULFFIN
2017,ALABAMA,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,CALIFORNIA,"TUNA, ALBACORE","266,668",121,"550,686",Public,Commercial,Thunnus alalunga,172419,PACFIN
2017,CALIFORNIA,"TUNA, BIGEYE","1,146,271",520,"3,468,079",Public,Commercial,Thunnus obesus,172428,PACFIN
2017,CALIFORNIA,"TUNA, BLUEFIN PACIFIC","1,071,315",486,"701,980",Public,Commercial,Thunnus orientalis,172422,PACFIN
2017,CALIFORNIA,"TUNA, SKIPJACK","91,868",42,"42,095",Public,Commercial,Katsuwonus pelamis,172401,PACFIN
2017,CALIFORNIA,"TUNA, YELLOWFIN","3,853,754","1,748","2,417,825",Public,Commercial,Thunnus albacares,172423,PACFIN
2017,CALIFORNIA,TUNAS **,,,,Confidential,Commercial,Thunnus,172418,PACFIN
2017,CONNECTICUT,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,CONNECTICUT,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,CONNECTICUT,"TUNA, LITTLE TUNNY",168,0,164,Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,CONNECTICUT,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,CONNECTICUT,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,DELAWARE,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,FLORIDA-EAST,"TUNA, ALBACORE","83,129",38,"134,405",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,FLORIDA-EAST,"TUNA, BIGEYE","142,410",65,"511,373",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,FLORIDA-EAST,"TUNA, BLACKFIN","15,026",7,"17,839",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2017,FLORIDA-EAST,"TUNA, BLUEFIN","48,036",22,"175,112",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,FLORIDA-EAST,"TUNA, LITTLE TUNNY","269,278",122,"117,455",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,FLORIDA-EAST,"TUNA, SKIPJACK",619,0,"1,994",Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,FLORIDA-EAST,"TUNA, YELLOWFIN","140,860",64,"649,648",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,FLORIDA-WEST,"TUNA, ALBACORE","1,723",1,"1,880",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,FLORIDA-WEST,"TUNA, BIGEYE","4,512",2,"20,768",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,FLORIDA-WEST,"TUNA, BLACKFIN","18,448",8,"28,061",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2017,FLORIDA-WEST,"TUNA, BLUEFIN","2,596",1,"8,608",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,FLORIDA-WEST,"TUNA, LITTLE TUNNY","108,940",49,"55,417",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,FLORIDA-WEST,"TUNA, SKIPJACK",449,0,188,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,FLORIDA-WEST,"TUNA, YELLOWFIN","692,897",314,"2,453,988",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,GEORGIA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,HAWAII,"TUNA, ALBACORE","278,636",126,"504,874",Public,Commercial,Thunnus alalunga,172419,PIFSC
2017,HAWAII,"TUNA, BIGEYE","17,091,957","7,753","64,786,140",Public,Commercial,Thunnus obesus,172428,PIFSC
2017,HAWAII,"TUNA, KAWAKAWA","6,758",3,"17,327",Public,Commercial,Euthynnus affinis,172403,PIFSC
2017,HAWAII,"TUNA, SKIPJACK","496,172",225,"772,408",Public,Commercial,Katsuwonus pelamis,172401,PIFSC
2017,HAWAII,"TUNA, YELLOWFIN","7,379,723","3,347","21,269,469",Public,Commercial,Thunnus albacares,172423,PIFSC
2017,LOUISIANA,"TUNA, ALBACORE","33,634",15,"26,899",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,LOUISIANA,"TUNA, BIGEYE","13,898",6,"71,542",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,LOUISIANA,"TUNA, BLACKFIN","2,786",1,"3,482",Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2017,LOUISIANA,"TUNA, BLUEFIN","9,962",5,"42,519",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,LOUISIANA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,GULFFIN
2017,LOUISIANA,"TUNA, YELLOWFIN","618,732",281,"2,438,582",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,MAINE,"TUNA, BLUEFIN","485,277",220,"2,577,815",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,MARYLAND,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,MARYLAND,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,MARYLAND,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,MARYLAND,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,MARYLAND,"TUNA, YELLOWFIN","120,527",55,"394,043",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,MASSACHUSETTS,"TUNA, ALBACORE","29,434",13,"43,809",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,MASSACHUSETTS,"TUNA, BIGEYE","79,473",36,"297,142",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,MASSACHUSETTS,"TUNA, BLUEFIN","794,443",360,"4,123,817",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,MASSACHUSETTS,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,MASSACHUSETTS,"TUNA, YELLOWFIN","110,569",50,"351,800",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,MISSISSIPPI,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,GULFFIN
2017,NEW HAMPSHIRE,"TUNA, BLUEFIN","156,788",71,"852,848",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,NEW JERSEY,"TUNA, ALBACORE","65,582",30,"74,869",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,NEW JERSEY,"TUNA, BIGEYE","300,773",136,"1,297,069",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,NEW JERSEY,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2017,NEW JERSEY,"TUNA, BLUEFIN","9,365",4,"50,693",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,NEW JERSEY,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,NEW JERSEY,"TUNA, SKIPJACK",279,0,505,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,NEW JERSEY,"TUNA, YELLOWFIN","281,670",128,"868,213",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,NEW YORK,"TUNA, ALBACORE","11,225",5,"13,064",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,NEW YORK,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,NEW YORK,"TUNA, BLUEFIN","8,747",4,"40,016",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,NEW YORK,"TUNA, LITTLE TUNNY","8,951",4,"17,223",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,NEW YORK,"TUNA, SKIPJACK",272,0,283,Public,Commercial,Katsuwonus pelamis,172401,ACCSP
2017,NEW YORK,"TUNA, YELLOWFIN","44,851",20,"154,623",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,NORTH CAROLINA,"TUNA, ALBACORE","44,505",20,"63,067",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,NORTH CAROLINA,"TUNA, BIGEYE","334,143",152,"1,399,251",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,NORTH CAROLINA,"TUNA, BLACKFIN","15,900",7,"14,159",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2017,NORTH CAROLINA,"TUNA, BLUEFIN","280,045",127,"1,441,933",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,NORTH CAROLINA,"TUNA, LITTLE TUNNY","216,557",98,"111,736",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,NORTH CAROLINA,"TUNA, SKIPJACK","5,482",2,"4,809",Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,NORTH CAROLINA,"TUNA, YELLOWFIN","905,723",411,"2,295,159",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,OREGON,"TUNA, ALBACORE","4,732,244","2,147","10,776,531",Public,Commercial,Thunnus alalunga,172419,PACFIN
2017,OREGON,"TUNA, BLUEFIN PACIFIC",,,,Confidential,Commercial,Thunnus orientalis,172422,PACFIN
2017,OREGON,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,PACFIN
2017,OREGON,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,PACFIN
2017,RHODE ISLAND,"TUNA, ALBACORE","9,079",4,"4,999",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,RHODE ISLAND,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,RHODE ISLAND,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,RHODE ISLAND,"TUNA, LITTLE TUNNY","79,951",36,"41,566",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,RHODE ISLAND,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,SOUTH CAROLINA,"TUNA, ALBACORE","47,094",21,"74,966",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,SOUTH CAROLINA,"TUNA, BIGEYE","28,099",13,"94,556",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,SOUTH CAROLINA,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2017,SOUTH CAROLINA,"TUNA, BLUEFIN","5,841",3,"28,237",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,SOUTH CAROLINA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,SOUTH CAROLINA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,ACCSP
2017,SOUTH CAROLINA,"TUNA, YELLOWFIN","34,703",16,"124,001",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,TEXAS,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,GULFFIN
2017,TEXAS,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,TEXAS,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,VIRGINIA,"TUNA, ALBACORE","33,137",15,"52,396",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2017,VIRGINIA,"TUNA, BIGEYE","134,355",61,"538,719",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2017,VIRGINIA,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2017,VIRGINIA,"TUNA, BLUEFIN","8,445",4,"25,862",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2017,VIRGINIA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2017,VIRGINIA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2017,VIRGINIA,"TUNA, YELLOWFIN","120,190",55,"400,919",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2017,WASHINGTON,"TUNA, ALBACORE","11,452,522","5,195","23,494,038",Public,Commercial,Thunnus alalunga,172419,PACFIN
